"ligand","ligand_cell","receptor","associated_genes","receptor_cell","pathway","score"
"Tgfb1","FAP_WT","Tgfbr1","Mapk1,Pik3ca,Pik3r1,Akt3,Ifngr1,Tgfbr1,Tgfbr2,Traf6,Fyn,Chuk,Map3k7,Tab2,Nfkb1,Map2k1,Mapk8,Fos,Fosl2,Rac1,Ppp3ca,Ppp3cb,Ppp3r1,Creb1,Ctsk,Jak1,Socs3,Gab2,Cyld","FAP_WT","mmu04380","0.603697445443748"
"Tgfb1","EC_WT","Tgfbr1","Pik3r2,Akt2,Tgfb1,Tab1,Ifnar2","EC_WT","mmu04380","0.629206061100867"
"Tgfb1","EC_WT","Tgfbr1","Tgfb1,Vegfb,Pik3r2,Akt2,Stat5b","EC_WT","mmu04933","0.669117219301924"
"Tgfb1","FAP_WT","Tgfbr1","Tgfbr1,Il6,Mapk8,Cdc42,Nras","FAP_WT","mmu04933","0.689282294061574"
"Tgfb1","FAP_WT","Tgfbr1","Tlr4,Myd88,Irak1,Traf6,Map2k4,Mapk8,Mapk1,Fos,Chuk,Nfkb1,Ppp2cb,Ifngr1,Gnaq,Gnai3,Gnas,Pik3r1,Pik3ca,Akt3,Tgfbr1,Fas,Cflar","FAP_WT","mmu05142","0.626261887419875"
"Tgfb1","EC_WT","Tgfbr1","Irak4,Tgfb1,Plcb3,Fadd","EC_WT","mmu05142","0.783307756622937"
"Tgfb1","FAP_WT","Tgfbr1","Mapk8,Tgfbr1,Fas,Map3k1,Ywhaz,Pik3r1,Akt3,Chuk,Pten,Kras,Atf2,Creb1,Ddx3x,Tbk1,Tlr4,Cdkn1b","FAP_WT","mmu05161","0.711470116564999"
"Tgfb1","FAP_WT","Tgfbr1","Tgfb1,Fadd,Pik3cd,Tnf,Grb2,Ticam1","FAP_WT","mmu05161","0.69274115539994"
"Tgfb1","FAP_WT","Tgfbr1","Ddb1,Ywhab,Map2k4,Nfkb1,Pik3ca,Casp3,Nfatc3,Smad4,Raf1,Map2k1,Mapk1,Atf4,Fos,Tlr3,Myd88,Il6,E2f3,Cdk2","EC_WT","mmu05161","0.604658542979929"
"Tgfb1","EC_WT","Tgfbr1","Tgfb1,Kat5,Stat5b,Fzd7,Pik3r2,Gps2","EC_WT","mmu05166","0.72665017492629"
"Tgfb1","FAP_WT","Tgfbr1","Nrp1,Vcam1,Icam1,Trrap,Xpo1,H2-Q4,Ppp3ca,Ppp3cb,Ppp3r1,Nfatc3,Canx,Kras,Cdc27,Fzd1,Fzd5,Gsk3b,Ctnnb1,Apc,Dlg1,Pik3r1,Pik3ca,Akt3,Map3k1,Map2k4,Map3k3,Chuk,Nfkb1,Il15ra,Xiap,Ets1,Fos,Egr1,Egr2,Prkacb,Creb1,Crem,Atf1,Atf2,Atf3,Ep300,Kat2b,Tgfbr1,Tgfbr2,Smad4,Atr,Trp53inp1,Mapk8","FAP_WT","mmu05166","0.626510181163941"
"Tgfb1","FAP_WT","Tgfbr1","Appl1,Ctnnb1,Ctnna1,Apc,Gsk3b,Fzd1,Fzd5,F2r,Arhgef12,Rock1,Rock2,Gnai3,Ptger4,Gnas,Prkacb,Gng12,Lama4,Lamb1,Lamc1,Fn1,Itgb1,Ptk2,Pik3ca,Pten,Akt3,Chuk,Xiap,Traf6,Mdm2,Crk,Crkl,Gnaq,Kitl,Fgfr1,Sos1,Sos2,Kras,Braf,Raf1,Mapk1,Fos,Mmp2,Ncoa4,Tpr,Rassf1,Plcg1,Ralbp1,Cdc42,Rac1,Mapk8,Il6,Pias2,Tgfb3,Tgfbr1,Tgfbr2,Smad4,Hdac2,Fas,Tceb1,Cul2,Ep300,Hsp90aa1,Hsp90ab1,Hsp90b1","FAP_WT","mmu05200","0.632881140557514"
"Tgfb1","FAP_WT","Tgfbr1","Axin1,Arhgef11,Cxcl12,Gnb1,Col4a1,Col4a2,Nfkb1,Traf4,Pdgfa,Pdgfrb,Map2k1,Ralb,E2f3,Cdk2,Ctbp2","EC_WT","mmu05200","0.652759029893856"
"Tgfb1","EC_WT","Tgfbr1","Rhoa,Gnb5,Gng5,Gng10,Pik3r2,Akt2,Stat5b,Vegfb,Flt3l,Dapk2,Dapk3,Max,Tgfb1,Vhl,Rbx1,Egln1","EC_WT","mmu05200","0.623424231506437"
"Tgfb1","EC_WT","Tgfbr1","Pik3cd,Stat1,Tgfb1","EC_WT","mmu05212","0.618345809609052"
"Tgfb1","FAP_WT","Tgfbr1","Pik3cd,Stat1,Tgfb1","FAP_WT","mmu05212","0.677382416472211"
"Tgfb1","FAP_WT","Tgfbr1","Crk,Crkl,Pik3ca,Pik3r1,Akt3,Chuk,Mdm2,Cdkn1b,Sos1,Sos2,Kras,Araf,Braf,Rb1,Tgfbr1,Smad4,Hdac2","FAP_WT","mmu05220","0.664106543339283"
"Tgfb1","FAP_WT","Tgfbr1","Pik3cd,Stat5a,Tgfb1","EC_WT","mmu05220","0.690843602613232"
"Tgfb1","FAP_WT","Tgfbr1","Pik3cd,Stat5a,Tgfb1","FAP_WT","mmu05220","0.679280056281806"
"Tgfb1","EC_WT","Tgfbr2","Prkaca,Tgfb1,Tab1,Map3k12,Map3k4,Map2k6,Dusp7,Map2k5","EC_WT","mmu04010","0.640615608698736"
"Tgfb1","FAP_WT","Tgfbr2","Prkaca,Tgfb1,Tab1,Map3k12,Map3k4,Map2k6,Dusp7,Map2k5","FAP_WT","mmu04010","0.608551700597796"
"Tgfb1","FAP_WT","Tgfbr2","Prkacb,Gng12,Ppp3ca,Ppp3cb,Ppp3r1,Rapgef2,Nf1,Rasa1,Rasa2,Rap1a,Fgfr1,Sos1,Sos2,Kras,Braf,Rps6ka3,Atf4,Elk4,Fos,Tgfb3,Tgfbr1,Tgfbr2,Fas,Cdc42,Gadd45a,Tab2,Map4k3,Pak2,Stk3,Map3k8,Map3k1,Map3k2,Map3k3,Map3k5,Map3k7,Taok1,Map2k4,Crk,Crkl,Mapk8,Atf2,Mef2c,Akt3,Ppm1a,Dusp1,Dusp8,Dusp16,Dusp3,Hspa8,Chuk,Nlk","FAP_WT","mmu04010","0.622758402248406"
"Tgfb1","EC_WT","Tgfbr2","Ccl27a,Vegfb,Flt3l,Tgfb1,Il11ra1,Ifnar2,Il10rb,Tnfrsf21","EC_WT","mmu04060","0.683077371255693"
"Tgfb1","FAP_WT","Tgfbr2","Tnfsf13,Cxcr4,Tnfrsf14","EC_WT","mmu04060","0.636584938242123"
"Tgfb1","EC_WT","Tgfbr2","Tgfb1,Foxo3,Grb2,Gabarap","EC_WT","mmu04068","0.605483190370797"
"Tgfb1","FAP_WT","Tgfbr2","Map2k1,Ccnd2,Cdkn2d,Cdkn1a","EC_WT","mmu04068","0.646842431324906"
"Tgfb1","FAP_WT","Tgfbr2","Tgfb1,Pml,Clta,Cltb,Ap2s1,Sh3kbp1,Cxcr4,Arrb2,Arpc4,Ccdc53,Capzb,Hgs,Mvb12a,Vps28,Vps37b,Snf8,Vps25,Chmp4b,Spg21,Il2rg,H2-Q7,H2-T9,H2-T10,Rab8a,Smap2","EC_WT","mmu04144","0.603119765515302"
"Tgfb1","FAP_WT","Tgfbr2","Tgfb1,Pml,Clta,Cltb,Ap2s1,Sh3kbp1,Cxcr4,Arrb2,Arpc4,Ccdc53,Capzb,Hgs,Mvb12a,Vps28,Vps37b,Snf8,Vps25,Chmp4b,Spg21,Il2rg,H2-Q7,H2-T9,H2-T10,Rab8a,Smap2","FAP_WT","mmu04144","0.626888087530269"
"Tgfb1","FAP_WT","Tgfbr2","Tgfbr1,Tgfbr2,Zfyve16,Zfyve9,Pld1,Cltc,Nedd4,Mdm2,Itch,Smurf2,Wwp1,Sh3glb1,F2r,Wasl,Arpc5,Wipf1,Hspa8,A230046K03Rik,Capza1,Capza2,Vps35,Usp8,Rab7,Stam,Vps37a,Vps36,Chmp2b,Vps4b,Vta1,2610002M06Rik,Chmp5,Pdcd6ip,Snx2,Snx6,Eea1,Rab5a,Rabep1,Snx4,Rab10,Kif5b,Prkci,Cdc42,Smap1,Acap2,Cyth3,Arfgef1","FAP_WT","mmu04144","0.719239887236504"
"Tgfb1","FAP_WT","Tgfbr2","Thbs1,Bmpr2,Tgfbr2,Acvr2a,Acvr1,Tgfbr1,Smad5,Smad4,Smurf2,Zfyve16,Id2,E2f5,Ep300,Sp1,Cul1,Skp1a,Mapk1,Rock1,Ppp2cb,Rps6kb1","FAP_WT","mmu04350","0.648445523106116"
"Tgfb1","FAP_WT","Tgfbr2","Mapk1,Pik3ca,Pik3r1,Akt3,Ifngr1,Tgfbr1,Tgfbr2,Traf6,Fyn,Chuk,Map3k7,Tab2,Nfkb1,Map2k1,Mapk8,Fos,Fosl2,Rac1,Ppp3ca,Ppp3cb,Ppp3r1,Creb1,Ctsk,Jak1,Socs3,Gab2,Cyld","FAP_WT","mmu04380","0.603697445443748"
"Tgfb1","EC_WT","Tgfbr2","Pik3r2,Akt2,Tgfb1,Tab1,Ifnar2","EC_WT","mmu04380","0.629206061100867"
"Tgfb1","EC_WT","Tgfbr2","Tgfb1,Vegfb,Pik3r2,Akt2,Stat5b","EC_WT","mmu04933","0.669117219301924"
"Tgfb1","FAP_WT","Tgfbr2","Tgfbr1,Il6,Mapk8,Cdc42,Nras","FAP_WT","mmu04933","0.689282294061574"
"Tgfb1","FAP_WT","Tgfbr2","Tlr4,Myd88,Irak1,Traf6,Map2k4,Mapk8,Mapk1,Fos,Chuk,Nfkb1,Ppp2cb,Ifngr1,Gnaq,Gnai3,Gnas,Pik3r1,Pik3ca,Akt3,Tgfbr1,Fas,Cflar","FAP_WT","mmu05142","0.626261887419875"
"Tgfb1","EC_WT","Tgfbr2","Irak4,Tgfb1,Plcb3,Fadd","EC_WT","mmu05142","0.783307756622937"
"Tgfb1","EC_WT","Tgfbr2","Tgfb1,Kat5,Stat5b,Fzd7,Pik3r2,Gps2","EC_WT","mmu05166","0.72665017492629"
"Tgfb1","FAP_WT","Tgfbr2","Nrp1,Vcam1,Icam1,Trrap,Xpo1,H2-Q4,Ppp3ca,Ppp3cb,Ppp3r1,Nfatc3,Canx,Kras,Cdc27,Fzd1,Fzd5,Gsk3b,Ctnnb1,Apc,Dlg1,Pik3r1,Pik3ca,Akt3,Map3k1,Map2k4,Map3k3,Chuk,Nfkb1,Il15ra,Xiap,Ets1,Fos,Egr1,Egr2,Prkacb,Creb1,Crem,Atf1,Atf2,Atf3,Ep300,Kat2b,Tgfbr1,Tgfbr2,Smad4,Atr,Trp53inp1,Mapk8","FAP_WT","mmu05166","0.626510181163941"
"Tgfb1","FAP_WT","Tgfbr2","Appl1,Ctnnb1,Ctnna1,Apc,Gsk3b,Fzd1,Fzd5,F2r,Arhgef12,Rock1,Rock2,Gnai3,Ptger4,Gnas,Prkacb,Gng12,Lama4,Lamb1,Lamc1,Fn1,Itgb1,Ptk2,Pik3ca,Pten,Akt3,Chuk,Xiap,Traf6,Mdm2,Crk,Crkl,Gnaq,Kitl,Fgfr1,Sos1,Sos2,Kras,Braf,Raf1,Mapk1,Fos,Mmp2,Ncoa4,Tpr,Rassf1,Plcg1,Ralbp1,Cdc42,Rac1,Mapk8,Il6,Pias2,Tgfb3,Tgfbr1,Tgfbr2,Smad4,Hdac2,Fas,Tceb1,Cul2,Ep300,Hsp90aa1,Hsp90ab1,Hsp90b1","FAP_WT","mmu05200","0.632881140557514"
"Tgfb1","FAP_WT","Tgfbr2","Axin1,Arhgef11,Cxcl12,Gnb1,Col4a1,Col4a2,Nfkb1,Traf4,Pdgfa,Pdgfrb,Map2k1,Ralb,E2f3,Cdk2,Ctbp2","EC_WT","mmu05200","0.652759029893856"
"Tgfb1","EC_WT","Tgfbr2","Rhoa,Gnb5,Gng5,Gng10,Pik3r2,Akt2,Stat5b,Vegfb,Flt3l,Dapk2,Dapk3,Max,Tgfb1,Vhl,Rbx1,Egln1","EC_WT","mmu05200","0.623424231506437"
"Tgfb1","FAP_WT","Tgfbr2","Hdac2,Ccnt2,Mef2c,Jmjd1c,Kdm6a,Uty,Cdk14,Fut8,Ccnd2,H3f3a,Ddx5,Ptk2,Bmi1,Sp1,Igfbp3,Atf1,Golph3,Zeb1","FAP_WT","mmu05202","0.667608899606827"
"Tgfb1","FAP_WT","Tgfbr2","Pml,Rara,Tcf3,Mllt1,Rxra,Prcc,Tfe3,Trp53,Men1,Rela","FAP_WT","mmu05202","0.608336778093163"
"Tgfb1","EC_WT","Tgfbr2","Mdm2,Taf15,Ddit3,Il6","EC_WT","mmu05202","0.670279952471682"
"Tgfb1","EC_WT","Tgfbr2","Pik3cd,Stat1,Tgfb1","EC_WT","mmu05212","0.618345809609052"
"Tgfb1","FAP_WT","Tgfbr2","Pik3cd,Stat1,Tgfb1","FAP_WT","mmu05212","0.677382416472211"
"Tgfb1","FAP_WT","Tgfbr2","Crk,Crkl,Pik3ca,Pik3r1,Akt3,Chuk,Mdm2,Cdkn1b,Sos1,Sos2,Kras,Araf,Braf,Rb1,Tgfbr1,Smad4,Hdac2","FAP_WT","mmu05220","0.664106543339283"
"Tgfb1","FAP_WT","Tgfbr2","Pik3cd,Stat5a,Tgfb1","EC_WT","mmu05220","0.690843602613232"
"Tgfb1","FAP_WT","Tgfbr2","Pik3cd,Stat5a,Tgfb1","FAP_WT","mmu05220","0.679280056281806"
"Tgfb1","FAP_WT","Vtn","Pdgfa,Pdgfrb,Itga7","EC_WT","mmu04151","0.702874467570036"
"Tgfb1","FAP_WT","Vtn","Kitl,Insr,Sos1,Sos2,Kras,Raf1,Map2k1,Mapk1,Tlr4,Rac1,Il6,Jak2,Col4a1,Col4a2,Thbs1,Itga6,Itgb1,Ptk2,Gnb1,Gng12,Pdpk1,Prkaa1,Rps6kb1,Pkn2,Sgk1,Akt3,Pten,Ppp2cb,Hsp90aa1,Hsp90ab1,Hsp90b1,Crtc2,Phlpp1,Phlpp2,Gsk3b,Ccnd2,Ywhaz,Ywhab,Creb1,Atf2,Atf4,Nr4a1,Chuk,Nfkb1,Mdm2,Pik3ca,Pik3r1","FAP_WT","mmu04151","0.631450238683215"
"Tgfb1","FAP_WT","Vtn","Col4a1,Col4a2,Thbs1,Itga5,Itgb1,Rock1,Rock2,Ppp1cb,Ppp1r12a,Actg1,Actn1,Flna,Vcl,Pdpk1,Akt3,Gsk3b,Ctnnb1,Ptk2,Pik3ca,Pten,Rac1,Pak2,Crk,Crkl,Dock1,Rap1a,Mapk8,Braf,Cav2,Sos1,Sos2,Raf1,Map2k1,Mapk1,Birc3,Xiap","EC_WT","mmu04510","0.618957736402226"
"Tgfb1","FAP_WT","Vtn","Col4a1,Col4a2,Thbs1,Itga5,Itgb1,Rock1,Rock2,Ppp1cb,Ppp1r12a,Actg1,Actn1,Flna,Vcl,Pdpk1,Akt3,Gsk3b,Ctnnb1,Ptk2,Pik3ca,Pten,Rac1,Pak2,Crk,Crkl,Dock1,Rap1a,Mapk8,Braf,Cav2,Sos1,Sos2,Raf1,Map2k1,Mapk1,Birc3,Xiap","FAP_WT","mmu04510","0.628525367629055"
"Tgfb1","FAP_WT","Vtn","Vtn,Itga7,Pdgfa,Pdgfrb,Shc1","EC_WT","mmu04510","0.65021411597829"
"Tgfb1","FAP_WT","Vtn","Capn2,Rapgef1,Cav1,Ccnd1","EC_WT","mmu04510","0.610064603638115"
"Tgfb1","FAP_WT","Vtn","Pik3cd,Vav2,Pak4","FAP_WT","mmu04510","0.717819070611418"
"Tgfb1","EC_WT","Vtn","Vtn,Itga7,Cd36","EC_WT","mmu04512","0.701645529439946"
"Tgfb1","FAP_WT","Vtn","Vtn,Itga7,Cd36","EC_WT","mmu04512","0.84079359644638"
"Tgfb1","FAP_WT","Vtn","Grb2,Slc9a1,Tgfb1,Prkaca,Vav2","FAP_WT","mmu05205","0.711559889406387"
"Tgfb1","FAP_WT","Vtn","Kras,Braf,Araf,Rock1,Rock2,Pik3ca,Pik3r1,Akt3,Ppp1cb,Ppp1r12a,Arhgef12,Itpr1,Camk2g,Ddx5,Dcn,Pdpk1,Rps6kb1,Cav2,Tlr4,Pdcd4,Ctnnb1,Timp3,Lum,Itgb1,Vtn,Sdc2,Rdx,Fgfr1,Sos1,Sos2,Ptk2,Igf2,Gpc3,Prkacb","FAP_WT","mmu05205","0.636363082553298"
"Tnfsf12","EC_WT","Fas","Ppp3cc,Rap1b,Lamtor3,Stk4,Mapk9,Mapkapk5,Max,Dusp6,Ppm1b,Ikbkb,Ikbkg","FAP_WT","mmu04010","0.625610799204934"
"Tnfsf12","EC_WT","Fas","Grb2,Rras,Map3k11,Jund,Mapk7","EC_WT","mmu04010","0.676549962729983"
"Tnfsf12","FAP_WT","Fas","Grb2,Rras,Map3k11,Jund,Mapk7","FAP_WT","mmu04010","0.676711326540274"
"Tnfsf12","EC_WT","Fas","Tnfsf12,Il3ra,Crlf2,Ltbr","EC_WT","mmu04060","0.855450942199076"
"Tnfsf12","EC_WT","Fas","Trp53,Cdkn1a,Ccnd3,Gadd45b,Gadd45g,Bax,Sesn2","EC_WT","mmu04115","0.662819647046572"
"Tnfsf12","FAP_WT","Fas","Tnfrsf10b,Casp8,Casp3,Apaf1,Lmnb1,Parp2,Parp1,Aifm1,Capn2,Birc3,Birc5","FAP_WT","mmu04210","0.620898540448865"
"Tnfsf12","EC_WT","Fas","Tnfrsf1a,Tradd,Bax,Bak1,Actb,Dffa,Endog,Traf2,Capn1,Daxx,Bad,Trp53,Map3k14,Rela,Gadd45b,Gadd45g,Il3ra,Akt1,Mapk3","EC_WT","mmu04210","0.695317699559499"
"Tnfsf12","FAP_WT","Fas","Ptpn11,Rac1,Map2k1,Mapk1,Tnfrsf10b,Casp3","FAP_WT","mmu04650","0.607411533593177"
"Tnfsf12","EC_WT","Fas","Tnf,Tnfrsf1a,Tradd,Traf2,Traf5,Map3k14,Rela,Mapk3,Rps6ka4,Atf6b,Ccl5,Bcl3,Ifi47,Tnfrsf1b,Pik3cd,Akt1","EC_WT","mmu04668","0.617188655430516"
"Tnfsf12","EC_WT","Fas","Bag4,Mapk9,Map2k6,Ikbkg","EC_WT","mmu04668","0.680111549128762"
"Tnfsf12","EC_WT","Fas","Bag4,Mapk9,Map2k6,Ikbkg","FAP_WT","mmu04668","0.732313971594056"
"Tnfsf12","EC_WT","Fas","Tnfrsf1a,Rela,Akt1,Gsk3a,Rxra,Prkab1,Map3k11","EC_WT","mmu04932","0.609052313135326"
"Tnfsf12","EC_WT","Fas","Casp8,Casp3,Sdha,Uqcrfs1,Uqcrc2","EC_WT","mmu04932","0.74327655621942"
"Tnfsf12","FAP_WT","Fas","Casp8,Casp3,Sdha,Uqcrfs1,Uqcrc2","FAP_WT","mmu04932","0.692471337674845"
"Tnfsf12","EC_WT","Fas","H2-Q1,H2-T22,Gm11127,Gm7030","FAP_WT","mmu04940","0.660393356618193"
"Tnfsf12","EC_WT","Fas","Nae1,Atp5j,Calm1,Calm2,Ppp3cb,Ppp3r1","EC_WT","mmu05010","0.714793165836992"
"Tnfsf12","FAP_WT","Fas","Rtn4,Ndufs1,Sdha,Uqcrfs1,Uqcrc2,Atp5a1,Atp5b,Casp8,Apaf1,Casp3,Mapk1,Atf6,Capn2","FAP_WT","mmu05010","0.684570685337931"
"Tnfsf12","EC_WT","Fas","Mapk9,Mapk14,Ikbkg,Ppp2r2d,Ppp2r2a,Ppp2ca,Smad2,Casp8","EC_WT","mmu05142","0.771353183992353"
"Tnfsf12","FAP_WT","Fas","Nfkbia,Ccl2,Il6,Ppp2r1b,Calr,Serpine1","FAP_WT","mmu05142","0.656331487142603"
"Tnfsf12","EC_WT","Fas","Hspg2,Rela,Akt1,Bad,Trp53,Bax,Stat5a,Stat6,Map2k2,Mapk3,Atf6b,Mavs","EC_WT","mmu05161","0.674803835253854"
"Tnfsf12","EC_WT","Fas","Akt1,Mavs,Nfkbib,Rela,Trp53","EC_WT","mmu05162","0.697210833212387"
"Tnfsf12","FAP_WT","Fas","Irf3,Cdkn1b,Rab9,Hspa1l,Hspa1a,Hspa2,Hspa1b","FAP_WT","mmu05162","0.632381732296271"
"Tnfsf12","FAP_WT","Fas","Hspa1l,Hspa1a,Hspa2,Hspa1b,Jun,Irf3","FAP_WT","mmu05164","0.618492282291046"
"Tnfsf12","EC_WT","Fas","Nfkbib,Akt1,Map2k2,Cpsf4,Furin","EC_WT","mmu05164","0.81339072909129"
"Tnfsf12","EC_WT","Fas","Traf2,Traf5,Rela,Myd88,Mcrs1,Trp53,Daxx,Cdk2,Taf5l,Tap2,H2-Q1,H2-T22,Gm11127,Gm7030,Socs3","FAP_WT","mmu05168","0.604414667894265"
"Tnfsf12","EC_WT","Fas","Mapk9,Ikbkg,Ppp1cc,Tbp,Tbpl1,Taf5","EC_WT","mmu05168","0.7188284604982"
"Tnfsf12","EC_WT","Fas","Mapk9,Ikbkg,Ppp1cc,Tbp,Tbpl1,Taf5","FAP_WT","mmu05168","0.734267136072617"
"Tnfsf12","EC_WT","Fas","Nfkbib,Tab1,Irf3,Cdc34,Taf10,Alyref2,H2-Q7,H2-T23","EC_WT","mmu05168","0.686244208294678"
"Tnfsf12","EC_WT","Fas","Casp3,Gnb4,Ikbkg,Birc2,Tfg,Mapk9,Rb1,Smad2,Msh3","EC_WT","mmu05200","0.818871740975388"
"Tnfsf12","EC_WT","Fas","Dvl2,Gnb2,Traf2,Traf5,Bad,Gna11,Map2k2,Rxrb,Ctbp1,Bax,Tceb2,Egln2","EC_WT","mmu05200","0.732920642020097"
"Tnfsf12","EC_WT","Fas","H2-Q1,H2-T22,Gm11127,Gm7030","FAP_WT","mmu05320","0.660393356618193"
"Tnfsf12","EC_WT","Fas","H2-Q1,H2-T22,Gm11127,Gm7030","FAP_WT","mmu05330","0.660393356618193"
"Tnfsf12","EC_WT","Fas","H2-Q1,H2-T22,Gm11127,Gm7030","FAP_WT","mmu05332","0.660393356618193"
"Tnfsf12","EC_WT","Tnfrsf11b","Tnfsf12,Il3ra,Crlf2,Ltbr","EC_WT","mmu04060","0.855450942199076"
"Tnfsf12","EC_WT","Tnfrsf11b","Grb2,Traf2,Jund,Junb,Cyba,Socs1","EC_WT","mmu04380","0.732689430763198"
"Tnfsf12","EC_WT","Tnfrsf11b","Ikbkg,Map2k6,Mapk9","EC_WT","mmu04380","0.666054623253695"
"Tnfsf12","EC_WT","Tnfrsf11b","Ikbkg,Map2k6,Mapk9","FAP_WT","mmu04380","0.752814608442684"
"Tnfsf12","EC_WT","Tnfrsf12a","Tnfsf12,Il3ra,Crlf2,Ltbr","EC_WT","mmu04060","0.855450942199076"
"Tnfsf12","EC_WT","Tnfrsf13b","Tnfsf12,Il3ra,Crlf2,Ltbr","EC_WT","mmu04060","0.855450942199076"
"Tnfsf12","EC_WT","Tnfrsf14","Tnfsf12,Il3ra,Crlf2,Ltbr","EC_WT","mmu04060","0.855450942199076"
"Tnfsf12","EC_WT","Tnfrsf14","Traf2,Traf5,Rela,Myd88,Mcrs1,Trp53,Daxx,Cdk2,Taf5l,Tap2,H2-Q1,H2-T22,Gm11127,Gm7030,Socs3","FAP_WT","mmu05168","0.604414667894265"
"Tnfsf12","EC_WT","Tnfrsf14","Mapk9,Ikbkg,Ppp1cc,Tbp,Tbpl1,Taf5","EC_WT","mmu05168","0.7188284604982"
"Tnfsf12","EC_WT","Tnfrsf14","Mapk9,Ikbkg,Ppp1cc,Tbp,Tbpl1,Taf5","FAP_WT","mmu05168","0.734267136072617"
"Tnfsf12","EC_WT","Tnfrsf14","Nfkbib,Tab1,Irf3,Cdc34,Taf10,Alyref2,H2-Q7,H2-T23","EC_WT","mmu05168","0.686244208294678"
"Tnfsf12","EC_WT","Tnfrsf17","Tnfsf12,Il3ra,Crlf2,Ltbr","EC_WT","mmu04060","0.855450942199076"
"Tnfsf12","EC_WT","Tnfrsf1a","Ppp3cc,Rap1b,Lamtor3,Stk4,Mapk9,Mapkapk5,Max,Dusp6,Ppm1b,Ikbkb,Ikbkg","FAP_WT","mmu04010","0.625610799204934"
"Tnfsf12","EC_WT","Tnfrsf1a","Grb2,Rras,Map3k11,Jund,Mapk7","EC_WT","mmu04010","0.676549962729983"
"Tnfsf12","FAP_WT","Tnfrsf1a","Grb2,Rras,Map3k11,Jund,Mapk7","FAP_WT","mmu04010","0.676711326540274"
"Tnfsf12","EC_WT","Tnfrsf1a","Tnfsf12,Il3ra,Crlf2,Ltbr","EC_WT","mmu04060","0.855450942199076"
"Tnfsf12","EC_WT","Tnfrsf1a","Tnfrsf1a,Tradd,Traf2,Traf5,Traf3,Ltbr,Map3k14,Pias4,Rela,Nfkb2,Relb","EC_WT","mmu04064","0.64621822046246"
"Tnfsf12","EC_WT","Tnfrsf1a","Sptlc1,Cers5,Degs1,Nsmaf,Asah1,Mapk9,Bcl2,Ppp2ca,Ppp2r2d,Ppp2r2a,Ppp2r3c,Ppp2r5e,Ppp2r5a,Sgpp1,Pdpk1,Rhoa","EC_WT","mmu04071","0.657316180364194"
"Tnfsf12","EC_WT","Tnfrsf1a","Sptlc1,Cers5,Degs1,Nsmaf,Asah1,Mapk9,Bcl2,Ppp2ca,Ppp2r2d,Ppp2r2a,Ppp2r3c,Ppp2r5e,Ppp2r5a,Sgpp1,Pdpk1,Rhoa","FAP_WT","mmu04071","0.619664643076454"
"Tnfsf12","EC_WT","Tnfrsf1a","Slc7a5,Slc3a2,Lamtor1,Rptor,Akt1s1,Mlst8,Eif4ebp1,Sesn2,Strada,Stk11,Dvl2,Tnf,Map2k2,Pik3cd,Akt1","EC_WT","mmu04150","0.640187341232612"
"Tnfsf12","FAP_WT","Tnfrsf1a","Atp6v1f,Atp6v1g1,Lamtor2,Lamtor4","FAP_WT","mmu04150","0.712809079054971"
"Tnfsf12","FAP_WT","Tnfrsf1a","Ddit4,Dvl1,Grb2,Prr5","EC_WT","mmu04150","0.639992351058407"
"Tnfsf12","EC_WT","Tnfrsf1a","Ddit4,Dvl1,Grb2,Prr5","FAP_WT","mmu04150","0.657353049821475"
"Tnfsf12","FAP_WT","Tnfrsf1a","Tnfrsf10b,Casp8,Casp3,Apaf1,Lmnb1,Parp2,Parp1,Aifm1,Capn2,Birc3,Birc5","FAP_WT","mmu04210","0.620898540448865"
"Tnfsf12","EC_WT","Tnfrsf1a","Tnfrsf1a,Tradd,Bax,Bak1,Actb,Dffa,Endog,Traf2,Capn1,Daxx,Bad,Trp53,Map3k14,Rela,Gadd45b,Gadd45g,Il3ra,Akt1,Mapk3","EC_WT","mmu04210","0.695317699559499"
"Tnfsf12","FAP_WT","Tnfrsf1a","Casp3,Apaf1,Birc3,Birc6","FAP_WT","mmu04215","0.639048496238434"
"Tnfsf12","EC_WT","Tnfrsf1a","Birc2,Xiap,Mapk8,Mapk9,Becn1","EC_WT","mmu04215","0.694037118476963"
"Tnfsf12","EC_WT","Tnfrsf1a","Grb2,Traf2,Jund,Junb,Cyba,Socs1","EC_WT","mmu04380","0.732689430763198"
"Tnfsf12","EC_WT","Tnfrsf1a","Ikbkg,Map2k6,Mapk9","EC_WT","mmu04380","0.666054623253695"
"Tnfsf12","EC_WT","Tnfrsf1a","Ikbkg,Map2k6,Mapk9","FAP_WT","mmu04380","0.752814608442684"
"Tnfsf12","EC_WT","Tnfrsf1a","Tnf,Tnfrsf1a,Tradd,Traf2,Traf5,Map3k14,Rela,Mapk3,Rps6ka4,Atf6b,Ccl5,Bcl3,Ifi47,Tnfrsf1b,Pik3cd,Akt1","EC_WT","mmu04668","0.617188655430516"
"Tnfsf12","EC_WT","Tnfrsf1a","Bag4,Mapk9,Map2k6,Ikbkg","EC_WT","mmu04668","0.680111549128762"
"Tnfsf12","EC_WT","Tnfrsf1a","Bag4,Mapk9,Map2k6,Ikbkg","FAP_WT","mmu04668","0.732313971594056"
