"ligand","ligand_cell","receptor","associated_genes","receptor_cell","pathway","score"
"Ccl8","FAP_WT","Ccr1","Adcy4,Shc1,Grb2,Foxo3","FAP_WT","mmu04062","0.656867469592708"
"Ccl8","EC_WT","Ccr2","Cxcl2,Cxcl10,Cxcl16,Cxcl14,Ccl2,Ccl4,Ccl3,Ccl7,Ccl5,Ccl8,Ccl9,Clcf1,Tnf,Il1b,Il4ra,Csf2ra,Il2rg,Tnfrsf10b,Tnfrsf1b,Tnfrsf1a,Il17ra","EC_WT","mmu04060","0.747062898736928"
"Ccl8","EC_WT","Ccr2","Ccl11,Vegfa,Bmp2,Il1r2","EC_WT","mmu04060","0.688093162597931"
"Ccl8","EC_WT","Ccr2","Pdgfa,Tnfsf9,Ifngr2","EC_WT","mmu04060","0.706987788557899"
"Ccl8","FAP_WT","Ccr2","Pdgfa,Tnfsf9,Ifngr2","EC_WT","mmu04060","0.623379530586106"
"Ccl8","FAP_WT","Ccr2","Tnfsf12,Il3ra,Crlf2,Ltbr","EC_WT","mmu04060","0.695302476625374"
"Ccl8","EC_WT","Ccr2","Cxcl16,Ccl3,Ccl4,Ccl5,Ccl9,Ccl8,Cxcr4,Adcy3,Pik3cd,Nfkbib,Prkcd,Arrb2","EC_WT","mmu04062","0.849432097164593"
"Ccl8","EC_WT","Ccr2","Stat1,Stat2,Prkaca,Lyn,Vav2,Prex1,Plcb3","FAP_WT","mmu04062","0.643089725268612"
"Ccl8","FAP_WT","Ccr2","Stat5b,Adcy9,Arrb1","FAP_WT","mmu04062","0.739756260665752"
"Ccl8","FAP_WT","Ccr2","Adcy4,Shc1,Grb2,Foxo3","FAP_WT","mmu04062","0.656867469592708"
"Ccl8","EC_WT","Ccr3","Cxcl2,Cxcl10,Cxcl16,Cxcl14,Ccl2,Ccl4,Ccl3,Ccl7,Ccl5,Ccl8,Ccl9,Clcf1,Tnf,Il1b,Il4ra,Csf2ra,Il2rg,Tnfrsf10b,Tnfrsf1b,Tnfrsf1a,Il17ra","EC_WT","mmu04060","0.747062898736928"
"Ccl8","EC_WT","Ccr3","Ccl11,Vegfa,Bmp2,Il1r2","EC_WT","mmu04060","0.688093162597931"
"Ccl8","EC_WT","Ccr3","Pdgfa,Tnfsf9,Ifngr2","EC_WT","mmu04060","0.706987788557899"
"Ccl8","FAP_WT","Ccr3","Pdgfa,Tnfsf9,Ifngr2","EC_WT","mmu04060","0.623379530586106"
"Ccl8","FAP_WT","Ccr3","Tnfsf12,Il3ra,Crlf2,Ltbr","EC_WT","mmu04060","0.695302476625374"
"Ccl8","EC_WT","Ccr3","Cxcl16,Ccl3,Ccl4,Ccl5,Ccl9,Ccl8,Cxcr4,Adcy3,Pik3cd,Nfkbib,Prkcd,Arrb2","EC_WT","mmu04062","0.849432097164593"
"Ccl8","EC_WT","Ccr3","Stat1,Stat2,Prkaca,Lyn,Vav2,Prex1,Plcb3","FAP_WT","mmu04062","0.643089725268612"
"Ccl8","FAP_WT","Ccr3","Stat5b,Adcy9,Arrb1","FAP_WT","mmu04062","0.739756260665752"
"Ccl8","FAP_WT","Ccr3","Adcy4,Shc1,Grb2,Foxo3","FAP_WT","mmu04062","0.656867469592708"
"Ccl8","EC_WT","Ccr3","Ywhaq,Tbp,Tbpl1,Snw1,Gtf2h2,Gtf2e2,Gtf2b,Rb1,Hdac2,Gtf2a2,Ikbkg,Cdc42,Rhoa,Polb","FAP_WT","mmu05203","0.683638495312742"
"Ccl8","EC_WT","Ccr3","Stat5a,Pik3cd,Rela,Nfkb2,Trp53,Prkaca,Gtf2h4,Snd1,Mrps18b,Syk,Atp6v0d1,Bak1,Pkm,Kat2a,Vac14,Irf7,H2-Q10,H2-Q7,H2-T10","EC_WT","mmu05203","0.660358756407337"
"Ccl8","EC_WT","Ccr3","Stat5a,Pik3cd,Rela,Nfkb2,Trp53,Prkaca,Gtf2h4,Snd1,Mrps18b,Syk,Atp6v0d1,Bak1,Pkm,Kat2a,Vac14,Irf7,H2-Q10,H2-Q7,H2-T10","FAP_WT","mmu05203","0.750782101904524"
"Ccl8","EC_WT","Ccr5","Cxcl2,Cxcl10,Cxcl16,Cxcl14,Ccl2,Ccl4,Ccl3,Ccl7,Ccl5,Ccl8,Ccl9,Clcf1,Tnf,Il1b,Il4ra,Csf2ra,Il2rg,Tnfrsf10b,Tnfrsf1b,Tnfrsf1a,Il17ra","EC_WT","mmu04060","0.747062898736928"
"Ccl8","EC_WT","Ccr5","Ccl11,Vegfa,Bmp2,Il1r2","EC_WT","mmu04060","0.688093162597931"
"Ccl8","EC_WT","Ccr5","Pdgfa,Tnfsf9,Ifngr2","EC_WT","mmu04060","0.706987788557899"
"Ccl8","FAP_WT","Ccr5","Pdgfa,Tnfsf9,Ifngr2","EC_WT","mmu04060","0.623379530586106"
"Ccl8","FAP_WT","Ccr5","Tnfsf12,Il3ra,Crlf2,Ltbr","EC_WT","mmu04060","0.695302476625374"
"Ccl8","EC_WT","Ccr5","Cxcl16,Ccl3,Ccl4,Ccl5,Ccl9,Ccl8,Cxcr4,Adcy3,Pik3cd,Nfkbib,Prkcd,Arrb2","EC_WT","mmu04062","0.849432097164593"
"Ccl8","EC_WT","Ccr5","Stat1,Stat2,Prkaca,Lyn,Vav2,Prex1,Plcb3","FAP_WT","mmu04062","0.643089725268612"
"Ccl8","FAP_WT","Ccr5","Stat5b,Adcy9,Arrb1","FAP_WT","mmu04062","0.739756260665752"
"Ccl8","FAP_WT","Ccr5","Adcy4,Shc1,Grb2,Foxo3","FAP_WT","mmu04062","0.656867469592708"
"Ccl8","EC_WT","Ccr5","Tgfb3,Eps15,Adrb2,Hspa1l,Hspa1a,Hspa2,Hspa1b,Vps26a,Chmp1b,Rab5b,Rab22a,Cyth1","FAP_WT","mmu04144","0.623784428338686"
"Ccl8","EC_WT","Ccr5","Tfrc,Ap2a2,Bin1,Snx12,H2-Q10","EC_WT","mmu04144","0.753704319580895"
"Ccl8","EC_WT","Ccr5","Tfrc,Ap2a2,Bin1,Snx12,H2-Q10","FAP_WT","mmu04144","0.620223033361521"
"Ccl8","EC_WT","Ccr5","Ap2a1,Ap2m1,Rnf41,Sh3gl1,Epn1,Grk6,Arpc1b,Mvb12b,Vps37c,Chmp6,Chmp1a,H2-Q1,H2-T22,Gm11127,Gm7030,Rab5c,Rab35,Pard6a,Git1,Acap3,Arf1,Arf5","FAP_WT","mmu04144","0.661374592340351"
"Ccl8","EC_WT","Ccr5","Snx5,Rab31,Arap1","EC_WT","mmu04144","0.632781371280568"
"Ccl8","EC_WT","Ccr5","Stat1,Igtp,Irak4,Mapk3,Rela,Tnfrsf1a,Gnai2,Akt1,Tyk2,Stat3,Tgfb1","FAP_WT","mmu05145","0.680044014314053"
"Ccl8","EC_WT","Ccr5","H2-Aa,H2-Ab1,H2-Eb1,H2-DMa,Tnf,Pik3cd,Ppif","EC_WT","mmu05145","0.835327108644408"
"Ccl8","FAP_WT","Ccr5","Socs1,Nfkbib,Bad","EC_WT","mmu05145","0.639392089045225"
"Ccl8","FAP_WT","Ccr5","Tab1,Casp9,Pik3r2,Akt2","EC_WT","mmu05145","0.682275885923206"
"Ccl8","EC_WT","Ccr5","Bcl2,Hspa1l,Hspa1a,Hspa2,Hspa1b,Lamb2,Il10rb,Tgfb3","EC_WT","mmu05145","0.640686170617973"
"Ccl8","EC_WT","Ccr5","Ywhaq,Tbp,Tbpl1,Snw1,Gtf2h2,Gtf2e2,Gtf2b,Rb1,Hdac2,Gtf2a2,Ikbkg,Cdc42,Rhoa,Polb","FAP_WT","mmu05203","0.683638495312742"
"Ccl8","EC_WT","Ccr5","Stat5a,Pik3cd,Rela,Nfkb2,Trp53,Prkaca,Gtf2h4,Snd1,Mrps18b,Syk,Atp6v0d1,Bak1,Pkm,Kat2a,Vac14,Irf7,H2-Q10,H2-Q7,H2-T10","EC_WT","mmu05203","0.660358756407337"
"Ccl8","EC_WT","Ccr5","Stat5a,Pik3cd,Rela,Nfkb2,Trp53,Prkaca,Gtf2h4,Snd1,Mrps18b,Syk,Atp6v0d1,Bak1,Pkm,Kat2a,Vac14,Irf7,H2-Q10,H2-Q7,H2-T10","FAP_WT","mmu05203","0.750782101904524"
"Nampt","FAP_WT","Adora2a","Atp2b4,Adrb2,Adcy9,Stim1,Itpr3","EC_WT","mmu04020","0.643460985596932"
"Nampt","EC_WT","Adora2a","Adcy4,Itpr2,Itpkb","FAP_WT","mmu04020","0.608782015182004"
"Nampt","FAP_WT","Adora2a","Calml4,Akt2,Ppp1ca","EC_WT","mmu04024","0.615547977811453"
"Nampt","FAP_WT","Adora2a","P2ry14,S1pr2,P2rx4,P2rx7","EC_WT","mmu04080","0.683381628121842"
"Nampt","EC_WT","Adora2a","Gnai2,Prkaca,Uba7,Casp9","EC_WT","mmu05012","0.69480526229847"
"Nampt","FAP_WT","Adora2a","Gnai2,Prkaca,Uba7,Casp9","FAP_WT","mmu05012","0.609131630615178"
"Gmfb","FAP_WT","Egfr","Prkaca,Tgfb1,Tab1,Map3k12,Map3k4,Map2k6,Dusp7,Map2k5","FAP_WT","mmu04010","0.608448633672307"
"Gmfb","FAP_WT","Egfr","Prkacb,Gng12,Ppp3ca,Ppp3cb,Ppp3r1,Rapgef2,Nf1,Rasa1,Rasa2,Rap1a,Fgfr1,Sos1,Sos2,Kras,Braf,Rps6ka3,Atf4,Elk4,Fos,Tgfb3,Tgfbr1,Tgfbr2,Fas,Cdc42,Gadd45a,Tab2,Map4k3,Pak2,Stk3,Map3k8,Map3k1,Map3k2,Map3k3,Map3k5,Map3k7,Taok1,Map2k4,Crk,Crkl,Mapk8,Atf2,Mef2c,Akt3,Ppm1a,Dusp1,Dusp8,Dusp16,Dusp3,Hspa8,Chuk,Nlk","FAP_WT","mmu04010","0.62031107297131"
"Gmfb","EC_WT","Egfr","Gna12,Map2k2,Mapk3,Srf,Tnfrsf1a,Traf2,Daxx,Ecsit,Map2k3,Mapkapk2,Rps6ka4,Cdc25b,Trp53,Akt1,Map3k14,Nfkb2,Rela,Relb","EC_WT","mmu04010","0.603322528127809"
"Gmfb","EC_WT","Egfr","Plcg1,Abl1,Map2k7,Shc1,Mapk3,Gab1,Rps6kb2","EC_WT","mmu04012","0.628876317040568"
"Gmfb","EC_WT","Egfr","Pdgfa,Pdgfrb,Shc1,Ralgds,Rgl1","FAP_WT","mmu04014","0.643681021050168"
"Gmfb","FAP_WT","Egfr","Kitl,Fgfr1,Insr,Ptpn11,Sos1,Sos2,Plcg1,Gnb1,Gng12,Prkacb,Kras,Nf1,Rasa1,Rasa2,Rac1,Pak2,Pik3ca,Pik3r1,Akt3,Chuk,Nfkb1,Mllt4,Shoc2,Map2k1,Mapk1,Ets1,Rap1a,Mapk8,Tbk1,Pld1,Ralbp1,Rab5a,Rab5b","FAP_WT","mmu04014","0.640650319721497"
"Gmfb","EC_WT","Egfr","Calm1,Rras2,Rala,Cdc42","EC_WT","mmu04014","0.765900326359982"
"Gmfb","EC_WT","Egfr","Rras,Rela,Bcl2l1,Mapk3,Rgl2,Abl1","EC_WT","mmu04014","0.629572706463987"
"Gmfb","EC_WT","Egfr","Rap1a,Rap1b,Calm2,Rala,Cdc42,Prkci,Kras","EC_WT","mmu04015","0.758200760704402"
"Gmfb","FAP_WT","Egfr","Rap1a,Rap1b,Calm2,Rala,Cdc42,Prkci,Kras","FAP_WT","mmu04015","0.671514493804919"
"Gmfb","EC_WT","Egfr","Calm1,Rhoa,Map2k6","FAP_WT","mmu04015","0.658072315713219"
"Gmfb","EC_WT","Egfr","Calm3,Pfn1,Pard6a,Map2k2,Akt1","EC_WT","mmu04015","0.650000528689394"
"Gmfb","FAP_WT","Egfr","F2r,Gnas,Gnaq,Fgfr1,Insr,Crk,Crkl,Ctnnb1,Rapgef2,Rapgef6,Plcg1,Prkd3,Gnai3,Rac1,Mllt4,Krit1,Itgb1,Braf,Mapk1,Mapk14,Pik3ca,Pik3r1,Akt3","FAP_WT","mmu04015","0.607090583923932"
"Gmfb","FAP_WT","Egfr","Adcy3,Apbb1ip,Pik3cd","EC_WT","mmu04015","0.621684119401839"
"Gmfb","FAP_WT","Egfr","Atp2b1,Gnas,Prkacb,Atp2a2,Stim2,F2r,Gnaq,Plcg1,Itpr1,Calm2,Phkb,Camk2d,Camk2g,Ppp3ca,Ppp3cb,Ppp3r1","FAP_WT","mmu04020","0.656016010602058"
"Gmfb","EC_WT","Egfr","Prkaca,Orai1,Orai3,Ptger1,Gna11,Sphk2,Calm3","EC_WT","mmu04020","0.602500829130077"
"Gmfb","EC_WT","Egfr","Pdgfrb,Sphk1,Itpkc","FAP_WT","mmu04020","0.694436747848106"
"Gmfb","EC_WT","Egfr","Vdac2,Vdac3,Calm1,Ppp3cc","FAP_WT","mmu04020","0.616188137626808"
"Gmfb","FAP_WT","Egfr","Tnfsf13,Cxcr4,Tnfrsf14","EC_WT","mmu04060","0.662547972717598"
"Gmfb","FAP_WT","Egfr","Il6,Tlr4,Mapk1,Pik3ca,Eif4e,Rps6kb1,Tceb1,Cul2,Pdha1","FAP_WT","mmu04066","0.664864231161323"
"Gmfb","FAP_WT","Egfr","Pik3cd,Eif4e2,Eno3","FAP_WT","mmu04066","0.783303537947677"
"Gmfb","EC_WT","Egfr","Stk11,Prkab1,Akt1,Homer3,Map2k2,Mapk3,Pck2,G6pc3","EC_WT","mmu04068","0.640696510396675"
"Gmfb","FAP_WT","Egfr","Map2k1,Ccnd2,Cdkn2d,Cdkn1a","EC_WT","mmu04068","0.635167646250533"
"Gmfb","FAP_WT","Egfr","Kitl,Ptpn11,Map2k1,Mapk1","EC_WT","mmu04072","0.724684420204395"
"Gmfb","EC_WT","Egfr","Kras,Rala,Rheb,Lpar6","EC_WT","mmu04072","0.683220788716013"
"Gmfb","EC_WT","Egfr","Akt1,Mapk3,Pip5k1c,Dgkz,Plcb3,Gna12,Dnm2","EC_WT","mmu04072","0.63217543484937"
"Gmfb","FAP_WT","Egfr","Tgfb1,Pml,Clta,Cltb,Ap2s1,Sh3kbp1,Cxcr4,Arrb2,Arpc4,Ccdc53,Capzb,Hgs,Mvb12a,Vps28,Vps37b,Snf8,Vps25,Chmp4b,Spg21,Il2rg,H2-Q7,H2-T9,H2-T10,Rab8a,Smap2","EC_WT","mmu04144","0.646506084361063"
"Gmfb","FAP_WT","Egfr","Tgfb1,Pml,Clta,Cltb,Ap2s1,Sh3kbp1,Cxcr4,Arrb2,Arpc4,Ccdc53,Capzb,Hgs,Mvb12a,Vps28,Vps37b,Snf8,Vps25,Chmp4b,Spg21,Il2rg,H2-Q7,H2-T9,H2-T10,Rab8a,Smap2","FAP_WT","mmu04144","0.632179351105172"
"Gmfb","FAP_WT","Egfr","Tgfbr1,Tgfbr2,Zfyve16,Zfyve9,Pld1,Cltc,Nedd4,Mdm2,Itch,Smurf2,Wwp1,Sh3glb1,F2r,Wasl,Arpc5,Wipf1,Hspa8,A230046K03Rik,Capza1,Capza2,Vps35,Usp8,Rab7,Stam,Vps37a,Vps36,Chmp2b,Vps4b,Vta1,2610002M06Rik,Chmp5,Pdcd6ip,Snx2,Snx6,Eea1,Rab5a,Rabep1,Snx4,Rab10,Kif5b,Prkci,Cdc42,Smap1,Acap2,Cyth3,Arfgef1","FAP_WT","mmu04144","0.720834414465251"
"Gmfb","EC_WT","Egfr","Pip5k1c,Sh3glb2,Ldlrap1,H2-T23,Rab11fip5,Zfyve27,Agap3,Iqsec2,Iqsec1","EC_WT","mmu04144","0.658937860296391"
"Gmfb","FAP_WT","Egfr","Pdgfa,Pdgfrb,Itga7","EC_WT","mmu04151","0.634911064122781"
"Gmfb","EC_WT","Egfr","Pdgfa,Pdgfrb,Itga7","FAP_WT","mmu04151","0.672888915535723"
"Gmfb","FAP_WT","Egfr","Ifnar2,Mlst8,Eif4e2,Rps6,Ppp2r5d,Cdc37,Gys1,Pck2,Ywhae,Pik3cd","FAP_WT","mmu04151","0.63645544968033"
"Gmfb","EC_WT","Egfr","Gng10,Gngt2,Akt2,Them4","FAP_WT","mmu04151","0.629747397859708"
"Gmfb","EC_WT","Egfr","Rheb,Eif4e,Ppp2ca,Ppp2r2d,Ppp2r2a,Ppp2r3c,Ppp2r5e,Mtcp1,Ywhaq,Ywhah,Bcl2,Mcl1","EC_WT","mmu04151","0.675937872465387"
"Gmfb","FAP_WT","Egfr","Sos1,Sos2,Kras,Braf,Map2k1,Mapk1,Ets1,Cpeb4,Spire1","EC_WT","mmu04320","0.605451617844388"
"Gmfb","FAP_WT","Egfr","Sos1,Sos2,Kras,Braf,Map2k1,Mapk1,Ets1,Cpeb4,Spire1","FAP_WT","mmu04320","0.648954700077093"
"Gmfb","FAP_WT","Egfr","Col4a1,Col4a2,Thbs1,Itga5,Itgb1,Rock1,Rock2,Ppp1cb,Ppp1r12a,Actg1,Actn1,Flna,Vcl,Pdpk1,Akt3,Gsk3b,Ctnnb1,Ptk2,Pik3ca,Pten,Rac1,Pak2,Crk,Crkl,Dock1,Rap1a,Mapk8,Braf,Cav2,Sos1,Sos2,Raf1,Map2k1,Mapk1,Birc3,Xiap","EC_WT","mmu04510","0.609342908048689"
"Gmfb","EC_WT","Egfr","Igf1r,Actb,Actn4,Tln1,Flnb,Pxn,Zyx,Akt1,Mapk3,Pip5k1c","EC_WT","mmu04510","0.604431677157139"
"Gmfb","FAP_WT","Egfr","Capn2,Rapgef1,Cav1,Ccnd1","EC_WT","mmu04510","0.60589155188117"
"Gmfb","FAP_WT","Egfr","Pik3cd,Vav2,Pak4","FAP_WT","mmu04510","0.741601728731986"
"Gmfb","EC_WT","Egfr","Baiap2,Actb,Ptpn1,Mapk3,Snai1","EC_WT","mmu04520","0.758637287659665"
"Gmfb","FAP_WT","Egfr","Gja1,Gnai3,Sos1,Sos2,Kras,Map2k1,Mapk1,Map3k2,Gnas,Prkacb,Gnaq,Itpr1","EC_WT","mmu04540","0.62213304233522"
"Gmfb","FAP_WT","Egfr","Gja1,Gnai3,Sos1,Sos2,Kras,Map2k1,Mapk1,Map3k2,Gnas,Prkacb,Gnaq,Itpr1","FAP_WT","mmu04540","0.688864719095904"
"Gmfb","EC_WT","Egfr","Gnai2,Grb2,Mapk3,Mapk7,Adcy4","EC_WT","mmu04540","0.68790775894863"
"Gmfb","FAP_WT","Egfr","F2r,Fgfr1,Fn1,Itgb1,Gng12,Ptk2,Crk,Crkl,Dock1,Sos1,Sos2,Kras,Pik3ca,Braf,Raf1,Map2k1,Mapk1,Arhgef12,Rac1,Pak2,Rock1,Rock2,Ppp1cb,Ppp1cc,Ppp1r12a,Pikfyve,Wasl,Nckap1,Abi2,Actg1,Rdx,Ssh2,Vcl,Apc","EC_WT","mmu04810","0.601655025006791"
"Gmfb","FAP_WT","Egfr","F2r,Fgfr1,Fn1,Itgb1,Gng12,Ptk2,Crk,Crkl,Dock1,Sos1,Sos2,Kras,Pik3ca,Braf,Raf1,Map2k1,Mapk1,Arhgef12,Rac1,Pak2,Rock1,Rock2,Ppp1cb,Ppp1cc,Ppp1r12a,Pikfyve,Wasl,Nckap1,Abi2,Actg1,Rdx,Ssh2,Vcl,Apc","FAP_WT","mmu04810","0.665574251320106"
"Gmfb","FAP_WT","Egfr","Cd14,Pik3cd,Map2k2,Pak4,Ppp1ca,Limk1,Arpc4,Pfn1,Iqgap3","FAP_WT","mmu04810","0.608468171308068"
"Gmfb","EC_WT","Egfr","Itga5,Gna12,Vav2,Mapk3,Arhgef1,Git1,Slc9a1,Pip5k1c,Baiap2,Arpc1b,Actb,Pxn,Cfl1,Ssh3","EC_WT","mmu04810","0.685386914273263"
"Gmfb","FAP_WT","Egfr","Itgav,Gna13,Nras,Cdc42,Pip4k2a,Arpc5","FAP_WT","mmu04810","0.642915935082432"
"Gmfb","EC_WT","Egfr","Rras2,Rhoa,Arpc5l,Arpc3,Arpc2,Cfl2","EC_WT","mmu04810","0.611344761040722"
"Gmfb","EC_WT","Egfr","Adcy4,Mapk7,Grb2,Mapk3","EC_WT","mmu04912","0.672175068985067"
"Gmfb","FAP_WT","Egfr","Hsp90aa1,Hsp90ab1,Hsp90b1,Hspa8,Fos,Sp1,Hbegf,Prkacb,Creb1,Atf2,Atf4,Sos1,Sos2,Kras,Raf1,Map2k1,Mapk1,Pik3ca,Pik3r1,Akt3,Gnai3,Gnaq,Itpr1,Calm2","FAP_WT","mmu04915","0.659250999842323"
"Gmfb","FAP_WT","Egfr","Gnaq,Kras,Raf1,Mapk1,Fos,Mef2c,Itpr1,Calm2,Ppp3ca,Ppp3cb,Ppp3r1,Nfatc3,Rcan1,Prkaa1,Prkab2,Camk2d,Camk2g,Myl9,Actg1,Rock1,Rock2,Ppp1cb,Ppp1cc,Ppp1r12a,Gnas,Prkacb,Gnai3,Pik3ca,Pik3r1","FAP_WT","mmu04921","0.600276274907663"
"Gmfb","EC_WT","Egfr","Mapk3,Mapk7,Ppp1r12c,Adcy4","EC_WT","mmu04921","0.631526319663084"
"Gmfb","FAP_WT","Egfr","Ccnd1,Calm1,Prkag1","EC_WT","mmu04921","0.614598891833347"
"Gmfb","EC_WT","Egfr","Scarb1,Oas1b,Mavs,Ticam1,Rela,Tyk2,Ppp2r1a,Grb2,Mapk3,Akt1,Trp53,Tnf,Rxra","EC_WT","mmu05160","0.647665808491229"
"Gmfb","FAP_WT","Egfr","Tbk1,Chuk,Nfkb1,Eif2ak2,Eif2ak3,Irf1,Socs3,Ppp2cb,Sos1,Sos2,Kras,Braf,Raf1,Araf,Mapk8,Pik3r1,Pik3ca,Pdpk1,Akt3,Gsk3b","EC_WT","mmu05160","0.607604089945165"
"Gmfb","FAP_WT","Egfr","Tbk1,Chuk,Nfkb1,Eif2ak2,Eif2ak3,Irf1,Socs3,Ppp2cb,Sos1,Sos2,Kras,Braf,Raf1,Araf,Mapk8,Pik3r1,Pik3ca,Pdpk1,Akt3,Gsk3b","FAP_WT","mmu05160","0.633160172778923"
"Gmfb","FAP_WT","Egfr","Appl1,Ctnnb1,Ctnna1,Apc,Gsk3b,Fzd1,Fzd5,F2r,Arhgef12,Rock1,Rock2,Gnai3,Ptger4,Gnas,Prkacb,Gng12,Lama4,Lamb1,Lamc1,Fn1,Itgb1,Ptk2,Pik3ca,Pten,Akt3,Chuk,Xiap,Traf6,Mdm2,Crk,Crkl,Gnaq,Kitl,Fgfr1,Sos1,Sos2,Kras,Braf,Raf1,Mapk1,Fos,Mmp2,Ncoa4,Tpr,Rassf1,Plcg1,Ralbp1,Cdc42,Rac1,Mapk8,Il6,Pias2,Tgfb3,Tgfbr1,Tgfbr2,Smad4,Hdac2,Fas,Tceb1,Cul2,Ep300,Hsp90aa1,Hsp90ab1,Hsp90b1","FAP_WT","mmu05200","0.609535254790562"
"Gmfb","FAP_WT","Egfr","Axin1,Arhgef11,Cxcl12,Gnb1,Col4a1,Col4a2,Nfkb1,Traf4,Pdgfa,Pdgfrb,Map2k1,Ralb,E2f3,Cdk2,Ctbp2","EC_WT","mmu05200","0.621461491390155"
"Gmfb","EC_WT","Egfr","Dvl3,Gna12,Arhgef1,Gnai2,Ptger1,Adcy4,Prkaca,Akt1,Nfkb2,Rela,Trp53,Plcb3,Igf1r,Grb2,Mapk3,Ralgds,Rxra,Ppard,Pml,Rara,Fadd,Epas1,Crebbp,Slc2a1,Sufu","EC_WT","mmu05200","0.617382149786905"
"Gmfb","EC_WT","Egfr","Grb2,Slc9a1,Tgfb1,Prkaca,Vav2","EC_WT","mmu05205","0.639418395320254"
"Gmfb","FAP_WT","Egfr","Grb2,Slc9a1,Tgfb1,Prkaca,Vav2","FAP_WT","mmu05205","0.684116493734212"
"Gmfb","FAP_WT","Egfr","Kras,Braf,Araf,Rock1,Rock2,Pik3ca,Pik3r1,Akt3,Ppp1cb,Ppp1r12a,Arhgef12,Itpr1,Camk2g,Ddx5,Dcn,Pdpk1,Rps6kb1,Cav2,Tlr4,Pdcd4,Ctnnb1,Timp3,Lum,Itgb1,Vtn,Sdc2,Rdx,Fgfr1,Sos1,Sos2,Ptk2,Igf2,Gpc3,Prkacb","FAP_WT","mmu05205","0.644104324483917"
"Gmfb","EC_WT","Egfr","Mapk3,Actb,Arhgef1,Akt1,Trp53,Plaur,Itga5,Pxn,Hspg2","EC_WT","mmu05205","0.654077684660638"
"Gmfb","FAP_WT","Egfr","Pten,Cdkn1b,Timp3,Kras,Ccnd2,Crk,Crkl,Bcl2l2,Pdcd4,Ep300,Tpm1,Spry2,Bcl2,Zeb1,Ddit4,Apc,Hnrnpk,Bmi1,Dicer1,Rdx,Nfkb1,Mdm4,Plcg1,Map2k1,Sos1,Sos2,Marcks,Bmpr2,Gls,Sirt1,Rock1","EC_WT","mmu05206","0.606381336613585"
"Gmfb","EC_WT","Egfr","Dnmt3a,Crebbp,Abl1,Bmf,Stat3,Notch1,Shc1,Pdgfa,Pdgfrb","FAP_WT","mmu05206","0.606399673760023"
"Gmfb","FAP_WT","Egfr","Kras,Pik3ca,Pik3r1,Akt3,Chuk,Araf,Braf,Mapk8,Tgfb3,Tgfbr1,Tgfbr2,Smad4,Pld1","FAP_WT","mmu05212","0.615443062912315"
"Gmfb","FAP_WT","Egfr","Pik3cd,Stat1,Tgfb1","EC_WT","mmu05212","0.663567276950681"
"Gmfb","FAP_WT","Egfr","Pik3cd,Stat1,Tgfb1","FAP_WT","mmu05212","0.724269449488458"
"Gmfb","EC_WT","Egfr","Rela,Akt1,Mapk3,Trp53","EC_WT","mmu05212","0.782199343931326"
"Gmfb","FAP_WT","Egfr","Pik3ca,Pik3r1,Pten,Pdpk1,Akt3,Sos1,Sos2,Kras,Braf,Mapk1,Ctnnb1,Ctnna1,Apc,Gsk3b","FAP_WT","mmu05213","0.665797704717195"
"Gmfb","EC_WT","Egfr","Calm2,Nras,Mdm2,Rb1","EC_WT","mmu05214","0.611370998665286"
"Gmfb","FAP_WT","Egfr","Map2k1,Mapk1,E2f3","EC_WT","mmu05214","0.67808391912459"
"Gmfb","FAP_WT","Egfr","Cdkn1b,Fgfr1,Pik3ca,Pik3r1,Pten,Pdpk1,Akt3,Gsk3b,Creb1,Creb3l2,Ctnnb1,Ep300,Sos1,Sos2,Kras,Araf,Braf","FAP_WT","mmu05215","0.627034840845657"
"Gmfb","EC_WT","Egfr","Igf1r,Crebbp,Grb2","FAP_WT","mmu05215","0.615674899325895"
"Gmfb","EC_WT","Egfr","Trp53,Rela,Mapk3","EC_WT","mmu05215","0.815898387473825"
"Gmfb","FAP_WT","Egfr","Pdgfa,Pdgfrb,Raf1,Map2k1,Mapk1,Pik3ca,E2f3","EC_WT","mmu05218","0.602475856153885"
"Gmfb","FAP_WT","Egfr","Fgfr1,Kras,Araf,Braf,Pik3r1,Akt3,Pten","FAP_WT","mmu05218","0.624476492813299"
"Gmfb","FAP_WT","Egfr","Fos,Sp1,Sos1,Sos2,Kras,Braf,Raf1,Map2k1,Mapk1,Pik3ca,Pik3r1,Pten,Akt3,Rps6kb1,Jag1,Fzd1,Fzd5,Lrp6,Gsk3b,Axin1,Apc,Ctnnb1,Csnk1a1,E2f3","FAP_WT","mmu05224","0.609151207557727"
"Gmfb","FAP_WT","Egfr","Pdha1,Fgfr1,Kras,Raf1,Map2k1,Mapk1,Gls,Pten,Pik3ca,Pik3r1,Akt3","EC_WT","mmu05230","0.611438206098303"
"Gmfb","FAP_WT","Egfr","Pdha1,Fgfr1,Kras,Raf1,Map2k1,Mapk1,Gls,Pten,Pik3ca,Pik3r1,Akt3","FAP_WT","mmu05230","0.67182735353123"
"Gmfb","EC_WT","Egfr","Mapk3,Ralgds,Tsc2,Rps6kb2,Pld2","EC_WT","mmu05231","0.757022380066611"
